Var,Factor,pd_value
10.0,12.0,0.718
10.0,13.0,1.0
10.0,14.0,0.656
10.0,15.0,0.962
10.0,16.0,0.836
10.0,17.0,0.66
10.0,18.0,0.984
10.0,19.0,0.946
10.0,20.0,1.0
10.0,21.0,1.0
11.0,0.0,0.988
11.0,1.0,1.0
11.0,2.0,1.0
11.0,3.0,1.0
11.0,4.0,0.922
11.0,5.0,0.466
11.0,6.0,0.966
11.0,7.0,0.932
11.0,8.0,1.0
11.0,9.0,0.572
11.0,10.0,0.58
11.0,11.0,1.0
11.0,12.0,0.746
11.0,13.0,1.0
11.0,14.0,0.654
11.0,15.0,0.946
11.0,16.0,0.846
11.0,17.0,0.672
11.0,18.0,0.972
11.0,19.0,0.966
11.0,20.0,1.0
11.0,21.0,1.0
12.0,0.0,0.974
12.0,1.0,1.0
12.0,2.0,1.0
12.0,3.0,1.0
12.0,4.0,0.928
12.0,5.0,0.436
12.0,6.0,0.976
12.0,7.0,0.904
12.0,8.0,1.0
12.0,9.0,0.548
12.0,10.0,0.472
12.0,11.0,1.0
12.0,12.0,0.834
12.0,13.0,1.0
12.0,14.0,0.666
12.0,15.0,0.944
12.0,16.0,0.842
12.0,17.0,0.616
12.0,18.0,0.992
12.0,19.0,0.954
12.0,20.0,1.0
12.0,21.0,1.0
13.0,0.0,0.986
13.0,1.0,1.0
13.0,2.0,1.0
13.0,3.0,1.0
13.0,4.0,0.91
13.0,5.0,0.456
13.0,6.0,0.968
13.0,7.0,0.902
13.0,8.0,1.0
13.0,9.0,0.534
13.0,10.0,0.556
13.0,11.0,1.0
13.0,12.0,0.728
13.0,13.0,1.0
13.0,14.0,0.64
13.0,15.0,0.948
13.0,16.0,0.81
13.0,17.0,0.608
13.0,18.0,0.988
13.0,19.0,0.956
13.0,20.0,1.0
13.0,21.0,1.0
14.0,0.0,0.986
14.0,1.0,1.0
14.0,2.0,1.0
14.0,3.0,1.0
14.0,4.0,0.912
14.0,5.0,0.444
14.0,6.0,0.982
14.0,7.0,0.922
14.0,8.0,1.0
14.0,9.0,0.566
14.0,10.0,0.56
14.0,11.0,1.0
14.0,12.0,0.706
14.0,13.0,1.0
14.0,14.0,0.71
14.0,15.0,0.948
14.0,16.0,0.852
14.0,17.0,0.606
14.0,18.0,0.982
14.0,19.0,0.966
14.0,20.0,1.0
14.0,21.0,1.0
15.0,0.0,0.98
15.0,1.0,1.0
15.0,2.0,1.0
15.0,3.0,1.0
15.0,4.0,0.928
15.0,5.0,0.464
15.0,6.0,0.96
15.0,7.0,0.906
15.0,8.0,1.0
15.0,9.0,0.556
15.0,10.0,0.6
15.0,11.0,1.0
15.0,12.0,0.724
15.0,13.0,1.0
15.0,14.0,0.67
15.0,15.0,1.0
15.0,16.0,0.85
15.0,17.0,0.616
15.0,18.0,0.97
15.0,19.0,0.964
15.0,20.0,1.0
15.0,21.0,1.0
16.0,0.0,0.99
16.0,1.0,1.0
16.0,2.0,1.0
16.0,3.0,1.0
16.0,4.0,0.934
16.0,5.0,0.442
16.0,6.0,0.976
16.0,7.0,0.93
16.0,8.0,1.0
16.0,9.0,0.516
16.0,10.0,0.574
16.0,11.0,1.0
16.0,12.0,0.71
16.0,13.0,1.0
16.0,14.0,0.636
16.0,15.0,0.954
16.0,16.0,0.902
16.0,17.0,0.6
16.0,18.0,0.984
16.0,19.0,0.964
16.0,20.0,1.0
16.0,21.0,1.0
17.0,0.0,0.98
17.0,1.0,1.0
17.0,2.0,1.0
17.0,3.0,1.0
17.0,4.0,0.926
17.0,5.0,0.47
17.0,6.0,0.972
17.0,7.0,0.938
17.0,8.0,1.0
17.0,9.0,0.546
17.0,10.0,0.566
17.0,11.0,1.0
17.0,12.0,0.734
17.0,13.0,1.0
17.0,14.0,0.662
17.0,15.0,0.958
17.0,16.0,0.87
17.0,17.0,0.734
17.0,18.0,0.982
17.0,19.0,0.96
17.0,20.0,1.0
17.0,21.0,1.0
18.0,0.0,0.988
18.0,1.0,1.0
18.0,2.0,1.0
18.0,3.0,1.0
18.0,4.0,0.928
18.0,5.0,0.488
18.0,6.0,0.984
18.0,7.0,0.924
18.0,8.0,1.0
18.0,9.0,0.556
18.0,10.0,0.564
18.0,11.0,1.0
18.0,12.0,0.74
18.0,13.0,1.0
18.0,14.0,0.656
18.0,15.0,0.96
18.0,16.0,0.852
18.0,17.0,0.656
18.0,18.0,0.99
18.0,19.0,0.974
18.0,20.0,1.0
18.0,21.0,1.0
19.0,0.0,0.99
19.0,1.0,1.0
19.0,2.0,1.0
19.0,3.0,1.0
19.0,4.0,0.908
19.0,5.0,0.462
19.0,6.0,0.974
19.0,7.0,0.918
19.0,8.0,1.0
19.0,9.0,0.536
19.0,10.0,0.582
19.0,11.0,1.0
19.0,12.0,0.706
19.0,13.0,1.0
19.0,14.0,0.644
19.0,15.0,0.94
19.0,16.0,0.864
19.0,17.0,0.634
19.0,18.0,0.974
19.0,19.0,0.976
19.0,20.0,1.0
19.0,21.0,1.0
20.0,0.0,0.996
20.0,1.0,1.0
20.0,2.0,1.0
20.0,3.0,1.0
20.0,4.0,0.914
20.0,5.0,0.456
20.0,6.0,0.97
20.0,7.0,0.922
20.0,8.0,1.0
20.0,9.0,0.518
20.0,10.0,0.546
20.0,11.0,1.0
20.0,12.0,0.786
20.0,13.0,1.0
20.0,14.0,0.698
20.0,15.0,0.958
20.0,16.0,0.846
20.0,17.0,0.64
20.0,18.0,0.988
20.0,19.0,0.956
20.0,20.0,1.0
20.0,21.0,1.0
21.0,0.0,0.98
21.0,1.0,1.0
21.0,2.0,1.0
21.0,3.0,1.0
21.0,4.0,0.924
21.0,5.0,0.468
21.0,6.0,0.968
21.0,7.0,0.932
21.0,8.0,1.0
21.0,9.0,0.578
21.0,10.0,0.566
21.0,11.0,1.0
21.0,12.0,0.718
21.0,13.0,1.0
21.0,14.0,0.664
21.0,15.0,0.946
21.0,16.0,0.856
21.0,17.0,0.636
21.0,18.0,0.988
21.0,19.0,0.958
21.0,20.0,1.0
21.0,21.0,1.0
