Net_ID,Var,Factor,intervention_effect
0.0,0.01,0.0,-0.00010310399142670064
0.0,0.01,1.0,0.0005652224340394751
0.0,0.01,2.0,0.0002613236627768134
0.0,0.01,3.0,0.00031241916471847625
0.0,0.01,4.0,-0.0003466102686958802
0.0,0.01,5.0,0.00024148804663650866
0.0,0.01,6.0,-0.0011727747778185471
0.0,0.01,7.0,-2.9044973382378956e-07
0.0,0.01,8.0,-3.170802361139317e-09
0.0,0.01,9.0,-0.0007962193369670523
0.0,0.01,10.0,-0.0003683519563967008
0.0,0.01,11.0,-0.0004914209725896401
0.0,0.01,12.0,0.0018791559951962548
0.0,0.01,13.0,0.0011376036388529853
0.0,0.01,14.0,8.566682262865083e-05
0.0,0.01,15.0,-7.486066266125931e-06
0.0,0.01,16.0,-0.00023896581592569577
0.0,0.01,17.0,0.0007910741617946082
0.0,0.01,18.0,-0.0003033583481326829
0.0,0.01,19.0,-0.0012485603017793148
0.0,0.01,20.0,-4.486339497028892e-09
0.0,0.01,21.0,-0.0003840001721792108
0.0,1.01,0.0,-0.00010291812366249133
0.0,1.01,1.0,0.0005652706869422042
0.0,1.01,2.0,0.00026093450935732454
0.0,1.01,3.0,0.0003127671269941845
0.0,1.01,4.0,-0.0003466102521278131
0.0,1.01,5.0,0.00024156959633764644
0.0,1.01,6.0,-0.001172221694266451
0.0,1.01,7.0,-2.90449733905116e-07
0.0,1.01,8.0,-3.1708023612270294e-09
0.0,1.01,9.0,-0.0007963208822525658
0.0,1.01,10.0,-0.00036883375158916487
0.0,1.01,11.0,-0.0004912322214652987
0.0,1.01,12.0,0.0018787246221376973
0.0,1.01,13.0,0.0011390515333381257
0.0,1.01,14.0,8.574338908513487e-05
0.0,1.01,15.0,-7.486066286129998e-06
0.0,1.01,16.0,-0.00023821078034313992
0.0,1.01,17.0,0.0007911089543725935
0.0,1.01,18.0,-0.0003033581508956249
0.0,1.01,19.0,-0.001248569636236397
0.0,1.01,20.0,-4.486339497128801e-09
0.0,1.01,21.0,-0.00038446828168439695
0.0,2.01,0.0,-0.00010253217709128702
0.0,2.01,1.0,0.0005653045506549825
0.0,2.01,2.0,0.00026050363965382517
0.0,2.01,3.0,0.0003131244187545429
0.0,2.01,4.0,-0.00034661023078465204
0.0,2.01,5.0,0.00024164504875875958
0.0,2.01,6.0,-0.0011717141424910371
0.0,2.01,7.0,-2.904497339764777e-07
0.0,2.01,8.0,-3.1708023613070033e-09
0.0,2.01,9.0,-0.0007963620075588651
0.0,2.01,10.0,-0.0003692431679154784
0.0,2.01,11.0,-0.0004909987143390526
0.0,2.01,12.0,0.00187815611774353
0.0,2.01,13.0,0.0011404404710976257
0.0,2.01,14.0,8.590603841297784e-05
0.0,2.01,15.0,-7.486066306163388e-06
0.0,2.01,16.0,-0.0002375127115869513
0.0,2.01,17.0,0.0007909753066759062
0.0,2.01,18.0,-0.00030335790275028433
0.0,2.01,19.0,-0.0012485816195058803
0.0,2.01,20.0,-4.486339497220124e-09
0.0,2.01,21.0,-0.0003849681020884066
