Net_ID,Var,Factor,intervention_effect
0.0,0.01,0.0,1.647401624194078e-05
0.0,0.01,1.0,-7.545780558726456e-08
0.0,0.01,2.0,5.815765486888447e-06
0.0,0.01,3.0,-2.5161275840623887e-11
0.0,0.01,4.0,0.00013389209130346136
0.0,0.01,5.0,1.7898812592481717e-06
0.0,0.01,6.0,-2.7974617044623784e-05
0.0,0.01,7.0,6.989449796240832e-06
0.0,0.01,8.0,-8.030756615262646e-12
0.0,0.01,9.0,2.602524740991097e-07
0.0,0.01,10.0,-3.0562509419074235e-06
0.0,0.01,11.0,-5.787834100878797e-11
0.0,0.01,12.0,-3.194581962015497e-05
0.0,0.01,13.0,4.326400862564306e-09
0.0,0.01,14.0,1.094567295838178e-05
0.0,0.01,15.0,1.933365340045512e-08
0.0,0.01,16.0,-1.2545902853627888e-05
0.0,0.01,17.0,-3.0812230231158644e-05
0.0,0.01,18.0,-3.912107725406733e-06
0.0,0.01,19.0,-1.1205582259171676e-05
0.0,0.01,20.0,-3.0474078973691254e-05
0.0,0.01,21.0,-2.425475098544183e-11
0.0,0.21000000000000002,0.0,1.5283663048371032e-05
0.0,0.21000000000000002,1.0,-5.260141433538479e-09
0.0,0.21000000000000002,2.0,-5.695809175421118e-07
0.0,0.21000000000000002,3.0,-2.5161275840623887e-11
0.0,0.21000000000000002,4.0,5.3167507969992256e-05
0.0,0.21000000000000002,5.0,1.140480004199751e-06
0.0,0.21000000000000002,6.0,-1.158414609489511e-05
0.0,0.21000000000000002,7.0,3.5539916602295163e-06
0.0,0.21000000000000002,8.0,-8.030756615262646e-12
0.0,0.21000000000000002,9.0,1.1429379794675176e-06
0.0,0.21000000000000002,10.0,-1.233972636918712e-06
0.0,0.21000000000000002,11.0,-5.787834100878797e-11
0.0,0.21000000000000002,12.0,-1.3191942726170636e-05
0.0,0.21000000000000002,13.0,-7.981692168312904e-08
0.0,0.21000000000000002,14.0,4.213681467482577e-06
0.0,0.21000000000000002,15.0,4.180439994172502e-09
0.0,0.21000000000000002,16.0,-5.203801779790629e-06
0.0,0.21000000000000002,17.0,-1.1183516762727774e-05
0.0,0.21000000000000002,18.0,-1.6802093951717723e-06
0.0,0.21000000000000002,19.0,-4.554212276935976e-06
0.0,0.21000000000000002,20.0,-1.4299808667878056e-05
0.0,0.21000000000000002,21.0,-2.425475098544183e-11
0.0,0.41000000000000003,0.0,2.5815357351605117e-05
0.0,0.41000000000000003,1.0,4.8417746256745886e-08
0.0,0.41000000000000003,2.0,-6.147864199723685e-06
0.0,0.41000000000000003,3.0,-2.5161275840623887e-11
0.0,0.41000000000000003,4.0,3.688807642915348e-05
0.0,0.41000000000000003,5.0,1.447584109304234e-06
0.0,0.41000000000000003,6.0,-9.007162145746594e-06
0.0,0.41000000000000003,7.0,4.011023475025688e-06
0.0,0.41000000000000003,8.0,-8.030756615262646e-12
0.0,0.41000000000000003,9.0,2.48586891203606e-06
0.0,0.41000000000000003,10.0,-1.0952439334493969e-06
0.0,0.41000000000000003,11.0,-5.787834100878797e-11
0.0,0.41000000000000003,12.0,-1.0134908530606834e-05
0.0,0.41000000000000003,13.0,-1.9492142455668215e-07
0.0,0.41000000000000003,14.0,2.5634265284624203e-06
0.0,0.41000000000000003,15.0,-2.623567113557712e-09
0.0,0.41000000000000003,16.0,-3.837184596705567e-06
0.0,0.41000000000000003,17.0,-6.409032992801822e-06
0.0,0.41000000000000003,18.0,-9.530550026948248e-07
0.0,0.41000000000000003,19.0,-3.331804124456772e-06
0.0,0.41000000000000003,20.0,-1.469868124068241e-05
0.0,0.41000000000000003,21.0,-2.425475098544183e-11
0.0,0.6100000000000001,0.0,-2.085568326973264e-05
0.0,0.6100000000000001,1.0,-8.644402718638311e-08
0.0,0.6100000000000001,2.0,9.297195835283878e-06
0.0,0.6100000000000001,3.0,-2.5161275840623887e-11
0.0,0.6100000000000001,4.0,5.4599350846229466e-05
0.0,0.6100000000000001,5.0,-9.495691230126946e-07
0.0,0.6100000000000001,6.0,-1.1132741320862838e-05
0.0,0.6100000000000001,7.0,3.724371994973108e-07
0.0,0.6100000000000001,8.0,-8.030756615262646e-12
0.0,0.6100000000000001,9.0,-3.327807625130852e-06
0.0,0.6100000000000001,10.0,-1.080603507369604e-06
0.0,0.6100000000000001,11.0,-5.787834100878797e-11
0.0,0.6100000000000001,12.0,-1.301035295361852e-05
0.0,0.6100000000000001,13.0,2.652185168566801e-07
0.0,0.6100000000000001,14.0,5.506175425412652e-06
0.0,0.6100000000000001,15.0,1.6490288301529432e-08
0.0,0.6100000000000001,16.0,-5.2927262694790755e-06
0.0,0.6100000000000001,17.0,-1.8824123225527623e-05
0.0,0.6100000000000001,18.0,-1.9536161398880925e-06
0.0,0.6100000000000001,19.0,-4.933361636150213e-06
0.0,0.6100000000000001,20.0,-6.315164803122331e-06
0.0,0.6100000000000001,21.0,-2.425475098544183e-11
0.0,0.81,0.0,-0.0003758576458361973
0.0,0.81,1.0,-1.179147358754129e-06
0.0,0.81,2.0,0.00013539327236244958
0.0,0.81,3.0,-2.5161275840623887e-11
0.0,0.81,4.0,0.00023093899053311384
0.0,0.81,5.0,-1.9285224341997198e-05
0.0,0.81,6.0,-3.3844030958074534e-05
0.0,0.81,7.0,-2.655976173676633e-05
0.0,0.81,8.0,-8.030756615262646e-12
0.0,0.81,9.0,-4.8575762255684274e-05
0.0,0.81,10.0,-1.5819412634704433e-06
0.0,0.81,11.0,-5.787834100878797e-11
0.0,0.81,12.0,-4.230669508947793e-05
0.0,0.81,13.0,3.908284926190664e-06
0.0,0.81,14.0,3.144890138871703e-05
0.0,0.81,15.0,1.6967893484709506e-07
0.0,0.81,16.0,-1.94544337788205e-05
0.0,0.81,17.0,-0.0001202809552199452
0.0,0.81,18.0,-1.0740748719845206e-05
0.0,0.81,19.0,-1.98871573922621e-05
0.0,0.81,20.0,5.3582952032477094e-05
0.0,0.81,21.0,-2.425475098544183e-11
0.0,1.01,0.0,-0.0003758576458361973
0.0,1.01,1.0,-1.179147358754129e-06
0.0,1.01,2.0,0.00013539327236244958
0.0,1.01,3.0,-2.5161275840623887e-11
0.0,1.01,4.0,0.00023093899053311384
0.0,1.01,5.0,-1.9285224341997198e-05
0.0,1.01,6.0,-3.3844030958074534e-05
0.0,1.01,7.0,-2.655976173676633e-05
0.0,1.01,8.0,-8.030756615262646e-12
0.0,1.01,9.0,-4.8575762255684274e-05
0.0,1.01,10.0,-1.5819412634704433e-06
0.0,1.01,11.0,-5.787834100878797e-11
0.0,1.01,12.0,-4.230669508947793e-05
0.0,1.01,13.0,3.908284926190664e-06
0.0,1.01,14.0,3.144890138871703e-05
0.0,1.01,15.0,1.6967893484709506e-07
0.0,1.01,16.0,-1.94544337788205e-05
0.0,1.01,17.0,-0.0001202809552199452
0.0,1.01,18.0,-1.0740748719845206e-05
0.0,1.01,19.0,-1.98871573922621e-05
0.0,1.01,20.0,5.3582952032477094e-05
0.0,1.01,21.0,-2.425475098544183e-11
0.0,1.2100000000000002,0.0,-0.0003758576458361973
0.0,1.2100000000000002,1.0,-1.179147358754129e-06
0.0,1.2100000000000002,2.0,0.00013539327236244958
0.0,1.2100000000000002,3.0,-2.5161275840623887e-11
0.0,1.2100000000000002,4.0,0.00023093899053311384
0.0,1.2100000000000002,5.0,-1.9285224341997198e-05
0.0,1.2100000000000002,6.0,-3.3844030958074534e-05
0.0,1.2100000000000002,7.0,-2.655976173676633e-05
0.0,1.2100000000000002,8.0,-8.030756615262646e-12
0.0,1.2100000000000002,9.0,-4.8575762255684274e-05
0.0,1.2100000000000002,10.0,-1.5819412634704433e-06
0.0,1.2100000000000002,11.0,-5.787834100878797e-11
0.0,1.2100000000000002,12.0,-4.230669508947793e-05
0.0,1.2100000000000002,13.0,3.908284926190664e-06
0.0,1.2100000000000002,14.0,3.144890138871703e-05
0.0,1.2100000000000002,15.0,1.6967893484709506e-07
0.0,1.2100000000000002,16.0,-1.94544337788205e-05
0.0,1.2100000000000002,17.0,-0.0001202809552199452
0.0,1.2100000000000002,18.0,-1.0740748719845206e-05
0.0,1.2100000000000002,19.0,-1.98871573922621e-05
0.0,1.2100000000000002,20.0,5.3582952032477094e-05
0.0,1.2100000000000002,21.0,-2.425475098544183e-11
0.0,1.4100000000000001,0.0,-0.0003758576458361973
0.0,1.4100000000000001,1.0,-1.179147358754129e-06
0.0,1.4100000000000001,2.0,0.00013539327236244958
0.0,1.4100000000000001,3.0,-2.5161275840623887e-11
0.0,1.4100000000000001,4.0,0.00023093899053311384
0.0,1.4100000000000001,5.0,-1.9285224341997198e-05
0.0,1.4100000000000001,6.0,-3.3844030958074534e-05
0.0,1.4100000000000001,7.0,-2.655976173676633e-05
0.0,1.4100000000000001,8.0,-8.030756615262646e-12
0.0,1.4100000000000001,9.0,-4.8575762255684274e-05
0.0,1.4100000000000001,10.0,-1.5819412634704433e-06
0.0,1.4100000000000001,11.0,-5.787834100878797e-11
0.0,1.4100000000000001,12.0,-4.230669508947793e-05
