Var,Factor,pd_value
8.0,17.0,0.064
8.0,18.0,0.69
8.0,19.0,0.248
8.0,20.0,0.948
8.0,21.0,1.0
9.0,0.0,0.884
9.0,1.0,0.948
9.0,2.0,0.898
9.0,3.0,1.0
9.0,4.0,0.514
9.0,5.0,0.066
9.0,6.0,0.8
9.0,7.0,0.1
9.0,8.0,1.0
9.0,9.0,0.308
9.0,10.0,0.31
9.0,11.0,0.114
9.0,12.0,0.73
9.0,13.0,0.862
9.0,14.0,0.432
9.0,15.0,0.994
9.0,16.0,0.586
9.0,17.0,0.07
9.0,18.0,0.702
9.0,19.0,0.358
9.0,20.0,0.882
9.0,21.0,1.0
10.0,0.0,0.972
10.0,1.0,0.96
10.0,2.0,0.976
10.0,3.0,1.0
10.0,4.0,0.402
10.0,5.0,0.052
10.0,6.0,0.726
10.0,7.0,0.078
10.0,8.0,1.0
10.0,9.0,0.284
10.0,10.0,0.334
10.0,11.0,0.134
10.0,12.0,0.616
10.0,13.0,0.936
10.0,14.0,0.49
10.0,15.0,0.998
10.0,16.0,0.56
10.0,17.0,0.052
10.0,18.0,0.628
10.0,19.0,0.228
10.0,20.0,0.908
10.0,21.0,1.0
11.0,0.0,0.986
11.0,1.0,0.978
11.0,2.0,0.99
11.0,3.0,1.0
11.0,4.0,0.44
11.0,5.0,0.04
11.0,6.0,0.712
11.0,7.0,0.072
11.0,8.0,1.0
11.0,9.0,0.234
11.0,10.0,0.34
11.0,11.0,0.11
11.0,12.0,0.64
11.0,13.0,0.96
11.0,14.0,0.442
11.0,15.0,0.992
11.0,16.0,0.548
11.0,17.0,0.054
11.0,18.0,0.626
11.0,19.0,0.196
11.0,20.0,0.932
11.0,21.0,1.0
12.0,0.0,0.93
12.0,1.0,0.96
12.0,2.0,0.946
12.0,3.0,1.0
12.0,4.0,0.486
12.0,5.0,0.082
12.0,6.0,0.738
12.0,7.0,0.134
12.0,8.0,1.0
12.0,9.0,0.306
12.0,10.0,0.358
12.0,11.0,0.114
12.0,12.0,0.65
12.0,13.0,0.918
12.0,14.0,0.456
12.0,15.0,0.99
12.0,16.0,0.556
12.0,17.0,0.098
12.0,18.0,0.638
12.0,19.0,0.288
12.0,20.0,0.898
12.0,21.0,1.0
13.0,0.0,0.976
13.0,1.0,0.962
13.0,2.0,0.982
13.0,3.0,1.0
13.0,4.0,0.476
13.0,5.0,0.056
13.0,6.0,0.734
13.0,7.0,0.108
13.0,8.0,0.998
13.0,9.0,0.29
13.0,10.0,0.352
13.0,11.0,0.11
13.0,12.0,0.584
13.0,13.0,0.928
13.0,14.0,0.43
13.0,15.0,0.99
13.0,16.0,0.598
13.0,17.0,0.054
13.0,18.0,0.636
13.0,19.0,0.232
13.0,20.0,0.932
13.0,21.0,0.998
14.0,0.0,0.954
14.0,1.0,0.972
14.0,2.0,0.972
14.0,3.0,1.0
14.0,4.0,0.506
14.0,5.0,0.038
14.0,6.0,0.79
14.0,7.0,0.082
14.0,8.0,1.0
14.0,9.0,0.32
14.0,10.0,0.286
14.0,11.0,0.144
14.0,12.0,0.676
14.0,13.0,0.938
14.0,14.0,0.434
14.0,15.0,0.994
14.0,16.0,0.616
14.0,17.0,0.056
14.0,18.0,0.706
14.0,19.0,0.316
14.0,20.0,0.938
14.0,21.0,1.0
15.0,0.0,0.99
15.0,1.0,0.982
15.0,2.0,0.994
15.0,3.0,1.0
15.0,4.0,0.428
15.0,5.0,0.056
15.0,6.0,0.622
15.0,7.0,0.12
15.0,8.0,1.0
15.0,9.0,0.168
15.0,10.0,0.382
15.0,11.0,0.126
15.0,12.0,0.486
15.0,13.0,0.96
15.0,14.0,0.458
15.0,15.0,0.998
15.0,16.0,0.5
15.0,17.0,0.048
15.0,18.0,0.564
15.0,19.0,0.152
15.0,20.0,0.916
15.0,21.0,1.0
16.0,0.0,0.962
16.0,1.0,0.956
16.0,2.0,0.972
16.0,3.0,1.0
16.0,4.0,0.434
16.0,5.0,0.06
16.0,6.0,0.682
16.0,7.0,0.102
16.0,8.0,1.0
16.0,9.0,0.292
16.0,10.0,0.38
16.0,11.0,0.13
16.0,12.0,0.556
16.0,13.0,0.912
16.0,14.0,0.458
16.0,15.0,0.992
16.0,16.0,0.536
16.0,17.0,0.052
16.0,18.0,0.61
16.0,19.0,0.24
16.0,20.0,0.902
16.0,21.0,1.0
17.0,0.0,0.926
17.0,1.0,0.946
17.0,2.0,0.954
17.0,3.0,1.0
17.0,4.0,0.512
17.0,5.0,0.046
17.0,6.0,0.786
17.0,7.0,0.08
17.0,8.0,1.0
17.0,9.0,0.304
17.0,10.0,0.308
17.0,11.0,0.106
17.0,12.0,0.68
17.0,13.0,0.9
17.0,14.0,0.394
17.0,15.0,0.984
17.0,16.0,0.602
17.0,17.0,0.032
17.0,18.0,0.708
17.0,19.0,0.374
17.0,20.0,0.926
17.0,21.0,1.0
18.0,0.0,0.944
18.0,1.0,0.952
18.0,2.0,0.972
18.0,3.0,1.0
18.0,4.0,0.454
18.0,5.0,0.06
18.0,6.0,0.718
18.0,7.0,0.098
18.0,8.0,1.0
18.0,9.0,0.268
18.0,10.0,0.332
18.0,11.0,0.114
18.0,12.0,0.606
18.0,13.0,0.902
18.0,14.0,0.458
18.0,15.0,0.988
18.0,16.0,0.564
18.0,17.0,0.07
18.0,18.0,0.642
18.0,19.0,0.208
18.0,20.0,0.93
18.0,21.0,1.0
19.0,0.0,0.95
19.0,1.0,0.962
19.0,2.0,0.966
19.0,3.0,1.0
19.0,4.0,0.444
19.0,5.0,0.052
19.0,6.0,0.706
19.0,7.0,0.096
19.0,8.0,1.0
19.0,9.0,0.272
19.0,10.0,0.39
19.0,11.0,0.126
19.0,12.0,0.55
19.0,13.0,0.92
19.0,14.0,0.45
19.0,15.0,0.988
19.0,16.0,0.558
19.0,17.0,0.064
19.0,18.0,0.604
19.0,19.0,0.206
19.0,20.0,0.906
19.0,21.0,1.0
20.0,0.0,0.984
20.0,1.0,0.974
20.0,2.0,0.992
20.0,3.0,1.0
20.0,4.0,0.424
20.0,5.0,0.036
20.0,6.0,0.66
20.0,7.0,0.078
20.0,8.0,1.0
20.0,9.0,0.188
20.0,10.0,0.398
20.0,11.0,0.114
20.0,12.0,0.5
20.0,13.0,0.952
20.0,14.0,0.478
20.0,15.0,0.994
20.0,16.0,0.54
20.0,17.0,0.036
20.0,18.0,0.564
20.0,19.0,0.188
20.0,20.0,0.942
20.0,21.0,1.0
21.0,0.0,0.982
21.0,1.0,0.978
21.0,2.0,0.986
21.0,3.0,1.0
21.0,4.0,0.428
21.0,5.0,0.022
21.0,6.0,0.642
21.0,7.0,0.056
21.0,8.0,1.0
21.0,9.0,0.238
21.0,10.0,0.366
21.0,11.0,0.142
21.0,12.0,0.548
21.0,13.0,0.948
21.0,14.0,0.474
21.0,15.0,0.996
21.0,16.0,0.5
21.0,17.0,0.058
21.0,18.0,0.558
21.0,19.0,0.19
21.0,20.0,0.916
21.0,21.0,1.0
