Var,Factor,pd_value,rope_value
0.8,18.0,0.012,0.996
0.8,19.0,0.012,0.996
0.8,20.0,0.008,0.996
0.8,21.0,1.0,1.0
0.9,0.0,0.0,1.0
0.9,1.0,0.004,1.0
0.9,2.0,0.0,1.0
0.9,3.0,0.0,1.0
0.9,4.0,0.0,1.0
0.9,5.0,0.048,1.0
0.9,6.0,0.02,0.996
0.9,7.0,0.08,1.0
0.9,8.0,1.0,1.0
0.9,9.0,0.356,0.984
0.9,10.0,0.064,1.0
0.9,11.0,0.12,1.0
0.9,12.0,0.348,1.0
0.9,13.0,0.032,1.0
0.9,14.0,0.352,1.0
0.9,15.0,0.5,1.0
0.9,16.0,0.032,0.996
0.9,17.0,0.008,1.0
0.9,18.0,0.016,1.0
0.9,19.0,0.008,1.0
0.9,20.0,0.004,1.0
0.9,21.0,1.0,1.0
1.0,0.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,2.0,0.0,1.0
1.0,3.0,0.0,1.0
1.0,4.0,0.0,1.0
1.0,5.0,0.036,1.0
1.0,6.0,0.0,1.0
1.0,7.0,0.072,1.0
1.0,8.0,1.0,1.0
1.0,9.0,0.42,0.976
1.0,10.0,0.048,1.0
1.0,11.0,0.168,1.0
1.0,12.0,0.304,1.0
1.0,13.0,0.044,1.0
1.0,14.0,0.376,1.0
1.0,15.0,0.312,1.0
1.0,16.0,0.0,1.0
1.0,17.0,0.02,1.0
1.0,18.0,0.0,1.0
1.0,19.0,0.0,1.0
1.0,20.0,0.0,1.0
1.0,21.0,1.0,1.0
1.1,0.0,0.0,1.0
1.1,1.0,0.0,1.0
1.1,2.0,0.0,1.0
1.1,3.0,0.0,1.0
1.1,4.0,0.0,1.0
1.1,5.0,0.024,0.996
1.1,6.0,0.0,1.0
1.1,7.0,0.056,1.0
1.1,8.0,1.0,1.0
1.1,9.0,0.496,0.96
1.1,10.0,0.036,1.0
1.1,11.0,0.216,1.0
1.1,12.0,0.212,0.996
1.1,13.0,0.016,1.0
1.1,14.0,0.44,1.0
1.1,15.0,0.168,1.0
1.1,16.0,0.0,1.0
1.1,17.0,0.008,1.0
1.1,18.0,0.0,1.0
1.1,19.0,0.0,1.0
1.1,20.0,0.0,1.0
1.1,21.0,1.0,1.0
