Var_1,Var_2,Factor,pd_value,rope_value
0.2,0.31000000000000005,1.0,1.0,0.0
0.2,0.31000000000000005,2.0,0.976,0.0
0.2,0.31000000000000005,3.0,0.0,1.0
0.2,0.31000000000000005,4.0,0.712,0.124
0.2,0.31000000000000005,5.0,0.272,0.024
0.2,0.31000000000000005,6.0,0.928,0.004
0.2,0.31000000000000005,7.0,0.332,0.02
0.2,0.31000000000000005,8.0,1.0,0.0
0.2,0.31000000000000005,9.0,0.36,0.708
0.2,0.31000000000000005,10.0,0.788,0.096
0.2,0.31000000000000005,11.0,1.0,1.0
0.2,0.31000000000000005,12.0,0.736,0.26
0.2,0.31000000000000005,13.0,1.0,0.024
0.2,0.31000000000000005,14.0,0.376,0.084
0.2,0.31000000000000005,15.0,1.0,0.0
0.2,0.31000000000000005,16.0,0.652,0.044
0.2,0.31000000000000005,17.0,0.384,0.02
0.2,0.31000000000000005,18.0,0.828,0.048
0.2,0.31000000000000005,19.0,0.656,0.024
0.2,0.31000000000000005,20.0,1.0,0.0
0.2,0.31000000000000005,21.0,1.0,0.0
0.2,0.41000000000000003,0.0,0.864,0.024
0.2,0.41000000000000003,1.0,1.0,0.0
0.2,0.41000000000000003,2.0,0.964,0.004
0.2,0.41000000000000003,3.0,0.0,1.0
0.2,0.41000000000000003,4.0,0.664,0.176
0.2,0.41000000000000003,5.0,0.22,0.052
0.2,0.41000000000000003,6.0,0.904,0.012
0.2,0.41000000000000003,7.0,0.28,0.044
0.2,0.41000000000000003,8.0,1.0,0.0
0.2,0.41000000000000003,9.0,0.304,0.668
0.2,0.41000000000000003,10.0,0.588,0.072
0.2,0.41000000000000003,11.0,1.0,1.0
0.2,0.41000000000000003,12.0,0.676,0.208
0.2,0.41000000000000003,13.0,0.984,0.048
0.2,0.41000000000000003,14.0,0.356,0.172
0.2,0.41000000000000003,15.0,1.0,0.0
0.2,0.41000000000000003,16.0,0.668,0.072
0.2,0.41000000000000003,17.0,0.272,0.044
0.2,0.41000000000000003,18.0,0.804,0.02
0.2,0.41000000000000003,19.0,0.552,0.056
0.2,0.41000000000000003,20.0,1.0,0.0
0.2,0.41000000000000003,21.0,1.0,0.0
0.30000000000000004,0.01,0.0,1.0,0.0
0.30000000000000004,0.01,1.0,1.0,0.0
0.30000000000000004,0.01,2.0,1.0,0.0
0.30000000000000004,0.01,3.0,0.0,1.0
0.30000000000000004,0.01,4.0,1.0,0.0
0.30000000000000004,0.01,5.0,0.0,0.0
0.30000000000000004,0.01,6.0,1.0,0.0
0.30000000000000004,0.01,7.0,0.0,0.0
0.30000000000000004,0.01,8.0,1.0,0.0
0.30000000000000004,0.01,9.0,0.0,1.0
0.30000000000000004,0.01,10.0,1.0,0.0
0.30000000000000004,0.01,11.0,1.0,1.0
0.30000000000000004,0.01,12.0,1.0,0.0
0.30000000000000004,0.01,13.0,1.0,0.0
0.30000000000000004,0.01,14.0,0.024,0.148
0.30000000000000004,0.01,15.0,1.0,0.0
0.30000000000000004,0.01,16.0,1.0,0.0
0.30000000000000004,0.01,17.0,0.0,0.0
0.30000000000000004,0.01,18.0,1.0,0.0
0.30000000000000004,0.01,19.0,0.0,0.02
0.30000000000000004,0.01,20.0,1.0,0.0
0.30000000000000004,0.01,21.0,1.0,0.0
0.30000000000000004,0.11,0.0,0.996,0.0
0.30000000000000004,0.11,1.0,1.0,0.0
0.30000000000000004,0.11,2.0,1.0,0.0
0.30000000000000004,0.11,3.0,0.0,1.0
0.30000000000000004,0.11,4.0,0.924,0.024
0.30000000000000004,0.11,5.0,0.056,0.008
0.30000000000000004,0.11,6.0,0.996,0.0
0.30000000000000004,0.11,7.0,0.116,0.028
0.30000000000000004,0.11,8.0,1.0,0.0
0.30000000000000004,0.11,9.0,0.196,0.908
0.30000000000000004,0.11,10.0,0.948,0.116
0.30000000000000004,0.11,11.0,1.0,1.0
0.30000000000000004,0.11,12.0,0.972,0.244
0.30000000000000004,0.11,13.0,1.0,0.0
0.30000000000000004,0.11,14.0,0.376,0.06
0.30000000000000004,0.11,15.0,1.0,0.0
0.30000000000000004,0.11,16.0,0.848,0.072
0.30000000000000004,0.11,17.0,0.168,0.012
0.30000000000000004,0.11,18.0,1.0,0.008
0.30000000000000004,0.11,19.0,0.436,0.052
0.30000000000000004,0.11,20.0,1.0,0.0
0.30000000000000004,0.11,21.0,1.0,0.0
0.30000000000000004,0.21000000000000002,0.0,0.932,0.0
0.30000000000000004,0.21000000000000002,1.0,1.0,0.0
0.30000000000000004,0.21000000000000002,2.0,0.988,0.004
0.30000000000000004,0.21000000000000002,3.0,0.0,1.0
0.30000000000000004,0.21000000000000002,4.0,0.724,0.076
0.30000000000000004,0.21000000000000002,5.0,0.224,0.016
0.30000000000000004,0.21000000000000002,6.0,0.948,0.004
0.30000000000000004,0.21000000000000002,7.0,0.32,0.032
0.30000000000000004,0.21000000000000002,8.0,1.0,0.0
0.30000000000000004,0.21000000000000002,9.0,0.316,0.756
0.30000000000000004,0.21000000000000002,10.0,0.808,0.096
0.30000000000000004,0.21000000000000002,11.0,1.0,1.0
0.30000000000000004,0.21000000000000002,12.0,0.792,0.284
0.30000000000000004,0.21000000000000002,13.0,1.0,0.012
0.30000000000000004,0.21000000000000002,14.0,0.444,0.044
0.30000000000000004,0.21000000000000002,15.0,1.0,0.0
0.30000000000000004,0.21000000000000002,16.0,0.712,0.08
0.30000000000000004,0.21000000000000002,17.0,0.276,0.016
0.30000000000000004,0.21000000000000002,18.0,0.92,0.052
0.30000000000000004,0.21000000000000002,19.0,0.552,0.032
0.30000000000000004,0.21000000000000002,20.0,1.0,0.0
0.30000000000000004,0.21000000000000002,21.0,1.0,0.0
0.30000000000000004,0.31000000000000005,0.0,0.896,0.004
0.30000000000000004,0.31000000000000005,1.0,1.0,0.0
0.30000000000000004,0.31000000000000005,2.0,0.972,0.004
0.30000000000000004,0.31000000000000005,3.0,0.0,1.0
0.30000000000000004,0.31000000000000005,4.0,0.62,0.136
0.30000000000000004,0.31000000000000005,5.0,0.192,0.04
0.30000000000000004,0.31000000000000005,6.0,0.928,0.004
0.30000000000000004,0.31000000000000005,7.0,0.284,0.04
0.30000000000000004,0.31000000000000005,8.0,1.0,0.0
0.30000000000000004,0.31000000000000005,9.0,0.352,0.66
0.30000000000000004,0.31000000000000005,10.0,0.66,0.068
0.30000000000000004,0.31000000000000005,11.0,1.0,1.0
0.30000000000000004,0.31000000000000005,12.0,0.692,0.224
0.30000000000000004,0.31000000000000005,13.0,0.984,0.04
0.30000000000000004,0.31000000000000005,14.0,0.36,0.14
0.30000000000000004,0.31000000000000005,15.0,1.0,0.0
0.30000000000000004,0.31000000000000005,16.0,0.68,0.04
0.30000000000000004,0.31000000000000005,17.0,0.284,0.024
0.30000000000000004,0.31000000000000005,18.0,0.86,0.032
0.30000000000000004,0.31000000000000005,19.0,0.576,0.04
0.30000000000000004,0.31000000000000005,20.0,1.0,0.0
0.30000000000000004,0.31000000000000005,21.0,1.0,0.0
0.30000000000000004,0.41000000000000003,0.0,0.856,0.068
0.30000000000000004,0.41000000000000003,1.0,0.992,0.008
0.30000000000000004,0.41000000000000003,2.0,0.948,0.028
0.30000000000000004,0.41000000000000003,3.0,0.0,1.0
0.30000000000000004,0.41000000000000003,4.0,0.604,0.208
0.30000000000000004,0.41000000000000003,5.0,0.184,0.148
0.30000000000000004,0.41000000000000003,6.0,0.88,0.012
0.30000000000000004,0.41000000000000003,7.0,0.244,0.144
0.30000000000000004,0.41000000000000003,8.0,1.0,0.0
0.30000000000000004,0.41000000000000003,9.0,0.344,0.552
0.30000000000000004,0.41000000000000003,10.0,0.5,0.048
0.30000000000000004,0.41000000000000003,11.0,1.0,1.0
0.30000000000000004,0.41000000000000003,12.0,0.628,0.112
0.30000000000000004,0.41000000000000003,13.0,0.956,0.052
0.30000000000000004,0.41000000000000003,14.0,0.38,0.244
0.30000000000000004,0.41000000000000003,15.0,0.992,0.008
0.30000000000000004,0.41000000000000003,16.0,0.644,0.1
0.30000000000000004,0.41000000000000003,17.0,0.252,0.092
0.30000000000000004,0.41000000000000003,18.0,0.764,0.04
0.30000000000000004,0.41000000000000003,19.0,0.588,0.088
0.30000000000000004,0.41000000000000003,20.0,1.0,0.0
0.30000000000000004,0.41000000000000003,21.0,1.0,0.0
0.4,0.01,0.0,1.0,0.0
0.4,0.01,1.0,1.0,0.0
0.4,0.01,2.0,1.0,0.0
0.4,0.01,3.0,0.0,1.0
0.4,0.01,4.0,1.0,0.0
0.4,0.01,5.0,0.0,0.0
0.4,0.01,6.0,1.0,0.0
0.4,0.01,7.0,0.0,0.0
0.4,0.01,8.0,1.0,0.0
0.4,0.01,9.0,0.0,1.0
0.4,0.01,10.0,1.0,0.196
0.4,0.01,11.0,1.0,1.0
0.4,0.01,12.0,1.0,0.16
0.4,0.01,13.0,1.0,0.0
0.4,0.01,14.0,0.0,0.0
0.4,0.01,15.0,1.0,0.0
0.4,0.01,16.0,1.0,0.0
0.4,0.01,17.0,0.0,0.0
0.4,0.01,18.0,1.0,0.0
0.4,0.01,19.0,0.0,0.0
0.4,0.01,20.0,1.0,0.0
0.4,0.01,21.0,1.0,0.0
0.4,0.11,0.0,0.996,0.0
0.4,0.11,1.0,1.0,0.0
0.4,0.11,2.0,0.996,0.0
0.4,0.11,3.0,0.0,1.0
0.4,0.11,4.0,0.756,0.004
0.4,0.11,5.0,0.004,0.004
0.4,0.11,6.0,0.996,0.0
0.4,0.11,7.0,0.032,0.02
0.4,0.11,8.0,1.0,0.0
0.4,0.11,9.0,0.06,0.848
0.4,0.11,10.0,0.58,0.224
0.4,0.11,11.0,1.0,1.0
0.4,0.11,12.0,0.632,0.172
0.4,0.11,13.0,1.0,0.004
0.4,0.11,14.0,0.316,0.008
0.4,0.11,15.0,1.0,0.0
0.4,0.11,16.0,0.8,0.036
0.4,0.11,17.0,0.024,0.008
0.4,0.11,18.0,0.984,0.004
0.4,0.11,19.0,0.224,0.016
0.4,0.11,20.0,1.0,0.0
0.4,0.11,21.0,1.0,0.0
0.4,0.21000000000000002,0.0,0.94,0.0
0.4,0.21000000000000002,1.0,1.0,0.0
0.4,0.21000000000000002,2.0,0.984,0.0
0.4,0.21000000000000002,3.0,0.0,1.0
0.4,0.21000000000000002,4.0,0.728,0.024
0.4,0.21000000000000002,5.0,0.096,0.06
0.4,0.21000000000000002,6.0,0.948,0.0
0.4,0.21000000000000002,7.0,0.192,0.016
0.4,0.21000000000000002,8.0,1.0,0.0
0.4,0.21000000000000002,9.0,0.236,0.676
0.4,0.21000000000000002,10.0,0.492,0.06
0.4,0.21000000000000002,11.0,1.0,1.0
0.4,0.21000000000000002,12.0,0.62,0.088
0.4,0.21000000000000002,13.0,0.996,0.024
0.4,0.21000000000000002,14.0,0.268,0.076
0.4,0.21000000000000002,15.0,1.0,0.0
0.4,0.21000000000000002,16.0,0.728,0.028
0.4,0.21000000000000002,17.0,0.224,0.032
0.4,0.21000000000000002,18.0,0.904,0.008
0.4,0.21000000000000002,19.0,0.496,0.012
0.4,0.21000000000000002,20.0,1.0,0.0
0.4,0.21000000000000002,21.0,1.0,0.0
0.4,0.31000000000000005,0.0,0.88,0.068
0.4,0.31000000000000005,1.0,1.0,0.0
0.4,0.31000000000000005,2.0,0.968,0.012
0.4,0.31000000000000005,3.0,0.0,1.0
0.4,0.31000000000000005,4.0,0.644,0.172
0.4,0.31000000000000005,5.0,0.176,0.148
0.4,0.31000000000000005,6.0,0.904,0.024
0.4,0.31000000000000005,7.0,0.256,0.128
0.4,0.31000000000000005,8.0,1.0,0.0
0.4,0.31000000000000005,9.0,0.224,0.68
0.4,0.31000000000000005,10.0,0.512,0.048
0.4,0.31000000000000005,11.0,1.0,1.0
0.4,0.31000000000000005,12.0,0.584,0.124
0.4,0.31000000000000005,13.0,0.992,0.044
0.4,0.31000000000000005,14.0,0.34,0.184
0.4,0.31000000000000005,15.0,1.0,0.0
0.4,0.31000000000000005,16.0,0.652,0.056
0.4,0.31000000000000005,17.0,0.224,0.104
0.4,0.31000000000000005,18.0,0.82,0.012
0.4,0.31000000000000005,19.0,0.488,0.104
0.4,0.31000000000000005,20.0,1.0,0.0
0.4,0.31000000000000005,21.0,1.0,0.0
0.4,0.41000000000000003,0.0,0.768,0.164
0.4,0.41000000000000003,1.0,0.984,0.012
0.4,0.41000000000000003,2.0,0.92,0.056
0.4,0.41000000000000003,3.0,0.0,0.996
0.4,0.41000000000000003,4.0,0.6,0.248
0.4,0.41000000000000003,5.0,0.156,0.272
0.4,0.41000000000000003,6.0,0.88,0.036
0.4,0.41000000000000003,7.0,0.284,0.284
0.4,0.41000000000000003,8.0,0.996,0.0
0.4,0.41000000000000003,9.0,0.348,0.572
0.4,0.41000000000000003,10.0,0.424,0.04
0.4,0.41000000000000003,11.0,0.996,0.996
0.4,0.41000000000000003,12.0,0.668,0.092
0.4,0.41000000000000003,13.0,0.952,0.076
0.4,0.41000000000000003,14.0,0.308,0.336
0.4,0.41000000000000003,15.0,0.992,0.008
0.4,0.41000000000000003,16.0,0.652,0.14
0.4,0.41000000000000003,17.0,0.244,0.224
0.4,0.41000000000000003,18.0,0.768,0.092
0.4,0.41000000000000003,19.0,0.592,0.192
0.4,0.41000000000000003,20.0,0.972,0.024
0.4,0.41000000000000003,21.0,0.996,0.0
0.5,0.01,0.0,1.0,0.0
0.5,0.01,1.0,1.0,0.0
0.5,0.01,2.0,1.0,0.0
0.5,0.01,3.0,0.0,1.0
0.5,0.01,4.0,1.0,0.0
0.5,0.01,5.0,0.0,0.0
0.5,0.01,6.0,1.0,0.0
0.5,0.01,7.0,0.0,0.0
0.5,0.01,8.0,1.0,0.0
0.5,0.01,9.0,0.0,1.0
0.5,0.01,10.0,0.0,0.0
0.5,0.01,11.0,1.0,1.0
0.5,0.01,12.0,1.0,0.0
0.5,0.01,13.0,1.0,0.0
0.5,0.01,14.0,0.0,0.0
0.5,0.01,15.0,1.0,0.0
0.5,0.01,16.0,1.0,0.0
0.5,0.01,17.0,0.0,0.0
0.5,0.01,18.0,1.0,0.0
0.5,0.01,19.0,1.0,0.0
0.5,0.01,20.0,1.0,0.0
0.5,0.01,21.0,1.0,0.0
0.5,0.11,0.0,1.0,0.0
0.5,0.11,1.0,1.0,0.0
0.5,0.11,2.0,1.0,0.0
0.5,0.11,3.0,0.0,1.0
0.5,0.11,4.0,0.808,0.004
0.5,0.11,5.0,0.0,0.34
0.5,0.11,6.0,1.0,0.0
0.5,0.11,7.0,0.012,0.136
0.5,0.11,8.0,1.0,0.0
0.5,0.11,9.0,0.068,0.936
0.5,0.11,10.0,0.352,0.016
0.5,0.11,11.0,1.0,1.0
0.5,0.11,12.0,0.676,0.02
0.5,0.11,13.0,1.0,0.0
0.5,0.11,14.0,0.16,0.12
