Var,Factor,pd_value,rope_value
0.31000000000000005,9.0,0.444,0.612
0.31000000000000005,10.0,0.504,0.772
0.31000000000000005,11.0,0.396,1.0
0.31000000000000005,12.0,0.588,0.676
0.31000000000000005,13.0,0.54,0.556
0.31000000000000005,14.0,0.492,0.424
0.31000000000000005,15.0,0.524,0.976
0.31000000000000005,16.0,0.384,0.612
0.31000000000000005,17.0,0.524,0.472
0.31000000000000005,18.0,0.36,0.74
0.31000000000000005,19.0,0.488,0.392
0.31000000000000005,20.0,0.568,0.388
0.31000000000000005,21.0,0.484,1.0
0.41000000000000003,0.0,0.776,0.328
0.41000000000000003,1.0,0.512,0.856
0.41000000000000003,2.0,0.376,0.716
0.41000000000000003,3.0,0.0,1.0
0.41000000000000003,4.0,0.388,0.68
0.41000000000000003,5.0,0.48,0.604
0.41000000000000003,6.0,0.396,0.716
0.41000000000000003,7.0,0.504,0.572
0.41000000000000003,8.0,1.0,1.0
0.41000000000000003,9.0,0.44,0.708
0.41000000000000003,10.0,0.456,0.764
0.41000000000000003,11.0,0.304,1.0
0.41000000000000003,12.0,0.5,0.676
0.41000000000000003,13.0,0.556,0.64
0.41000000000000003,14.0,0.476,0.552
0.41000000000000003,15.0,0.524,0.948
0.41000000000000003,16.0,0.416,0.628
0.41000000000000003,17.0,0.484,0.564
0.41000000000000003,18.0,0.32,0.736
0.41000000000000003,19.0,0.428,0.584
0.41000000000000003,20.0,0.56,0.452
0.41000000000000003,21.0,0.528,1.0
0.51,0.0,0.624,0.488
0.51,1.0,0.488,0.856
0.51,2.0,0.38,0.764
0.51,3.0,0.0,1.0
0.51,4.0,0.308,0.784
0.51,5.0,0.408,0.644
0.51,6.0,0.344,0.748
0.51,7.0,0.42,0.596
0.51,8.0,1.0,1.0
0.51,9.0,0.388,0.764
0.51,10.0,0.452,0.78
0.51,11.0,0.212,1.0
0.51,12.0,0.424,0.776
0.51,13.0,0.508,0.736
0.51,14.0,0.46,0.656
0.51,15.0,0.516,0.948
0.51,16.0,0.332,0.732
0.51,17.0,0.364,0.688
0.51,18.0,0.348,0.764
0.51,19.0,0.412,0.672
0.51,20.0,0.512,0.548
0.51,21.0,0.468,1.0
0.6100000000000001,0.0,0.56,0.56
0.6100000000000001,1.0,0.408,0.884
0.6100000000000001,2.0,0.388,0.752
0.6100000000000001,3.0,0.0,1.0
0.6100000000000001,4.0,0.332,0.804
0.6100000000000001,5.0,0.352,0.72
0.6100000000000001,6.0,0.348,0.784
0.6100000000000001,7.0,0.412,0.684
0.6100000000000001,8.0,1.0,1.0
0.6100000000000001,9.0,0.368,0.768
0.6100000000000001,10.0,0.456,0.764
0.6100000000000001,11.0,0.236,1.0
0.6100000000000001,12.0,0.416,0.756
0.6100000000000001,13.0,0.476,0.756
0.6100000000000001,14.0,0.42,0.756
0.6100000000000001,15.0,0.512,0.928
0.6100000000000001,16.0,0.316,0.752
0.6100000000000001,17.0,0.344,0.728
0.6100000000000001,18.0,0.316,0.796
0.6100000000000001,19.0,0.288,0.748
0.6100000000000001,20.0,0.448,0.584
0.6100000000000001,21.0,0.568,1.0
